sym	name	type	EnsemblID	EntrezGeneID	OMIMID	RefSeqID	UniProtID	UCSCID	start	end	strand	GO_C	GO_F	GO_P	HPAclass	HPAlocation	HPAprognostic	HPAcancerCat	HPAtissueCat	HPAspecificExpr	HPAnonSpecificExpr
MCM8	minichromosome maintenance 8 homologous recombination repair factor	protein	ENSG00000125885	84515	608187	NM_001281520	Q9UJA3	uc002wmk.4	5950652	5998977	1	GO:0005654	GO:0004386	GO:0006259	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Nucleoplasm	Liver cancer:9.30e-8 (unfavourable), Pancreatic cancer:7.50e-4 (unfavourable)	Expressed in all	Tissue enhanced	testis: 27.6	lymph node: 10.2
MGME1	mitochondrial genome maintenance exonuclease 1	protein	ENSG00000125871	92667	615076	NM_001310338	Q9BQP7	uc002wqh.5	17968913	17991122	1	GO:0005739	GO:0004518	GO:0007005	Disease related genes, Predicted intracellular proteins	Mitochondria	Liver cancer:6.98e-8 (unfavourable), Renal cancer:1.13e-7 (unfavourable)	Expressed in all	Expressed in all	NA	skin: 39.7
MKKS	McKusick-Kaufman syndrome	protein	ENSG00000125863	8195	604896	NM_018848	Q9NPJ1	uc002wnu.3	10401009	10434222	-1	GO:0005929	GO:0051082	GO:0003013	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Centrosome	Renal cancer:3.79e-9 (favourable), Liver cancer:9.84e-5 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 70.6
MMP9	matrix metallopeptidase 9	protein	ENSG00000100985	4318	120361	NM_004994	P14780	uc002xqz.3	46008908	46016561	1	GO:0005578	GO:0008233	GO:0030198	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	Cytosol	Renal cancer:4.05e-5 (unfavourable), Endometrial cancer:2.55e-4 (favourable), Liver cancer:7.19e-4 (unfavourable)	Expressed in all	Tissue enhanced	bone marrow: 252.6;lymph node: 117.7	appendix: 82.8
MMP24	matrix metallopeptidase 24	protein	ENSG00000125966	10893	604871	NM_006690	Q9Y5R2	uc002xbu.3	35226654	35277e3	1	GO:0005578	GO:0008233	GO:0007155	Enzymes, FDA approved drug targets, Predicted membrane proteins	Nucleoli<br>Plasma membrane	Renal cancer:8.17e-11 (favourable)	Mixed	Tissue enhanced	cerebral cortex: 10.6	lung: 7.0
MMP24OS	MMP24 opposite strand	protein	ENSG00000126005	101410538	NA	NR_102705	NA	uc031rsv.3	35201745	35278131	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOCS3	molybdenum cofactor synthesis 3	protein	ENSG00000124217	27304	609277	NM_014484	O95396	uc002xvy.3	50958826	50963931	1	GO:0005829	GO:0016779	GO:0006399	Enzymes, Predicted intracellular proteins	NA	Liver cancer:1.39e-4 (unfavourable), Endometrial cancer:5.82e-4 (unfavourable), Renal cancer:7.55e-4 (favourable)	Expressed in all	Mixed	NA	testis: 5.2
MRGBP	MRG domain binding protein	protein	ENSG00000101189	55257	611157	NM_018270	Q9NV56	uc002ydi.4	62796453	62801738	1	GO:0005654	GO:0003674	GO:0006464	Plasma proteins, Predicted intracellular proteins	Nucleus	Renal cancer:2.48e-6 (unfavourable), Liver cancer:3.80e-6 (unfavourable), Endometrial cancer:2.33e-4 (unfavourable)	Expressed in all	Tissue enriched	testis: 64.3	ovary: 10.6
MROH8	maestro heat like repeat family member 8	protein	ENSG00000101353	140699	NA	NM_152503	Q9H579	uc061wut.1	37101226	37179588	-1	NA	NA	NA	Predicted intracellular proteins	Nucleus	NA	Mixed	Tissue enhanced	testis: 41.1	epididymis: 8.8
MRPS26	mitochondrial ribosomal protein S26	protein	ENSG00000125901	64949	611988	NM_030811	Q9BYN8	uc002whs.4	3045945	3048254	1	GO:0005739	GO:0003723	GO:0006950	Predicted intracellular proteins, Ribosomal proteins	Mitochondria	NA	Expressed in all	Expressed in all	NA	prostate: 50.0
MTG2	mitochondrial ribosome associated GTPase 2	protein	ENSG00000101181	26164	610919	NM_015666	Q9H4K7	NA	62183029	62203568	1	GO:0005840	GO:0003924	GO:0042254	Predicted intracellular proteins	NA	Pancreatic cancer:6.31e-5 (favourable)	Expressed in all	Expressed in all	NA	adrenal gland: 15.8
MTRNR2L3	MT-RNR2 like 3	protein	ENSG00000256222	100462983	NA	NM_001190472	P0CJ70	uc021wfd.2	57358442	57359980	-1	GO:0005576	NA	NA	Predicted intracellular proteins	NA	NA	Not detected	Not detected	NA	bone marrow,skeletal muscle,testis: 0.2
MYBL2	MYB proto-oncogene like 2	protein	ENSG00000101057	4605	601415	NM_001278610	P10244	uc002xlb.3	43667019	43716496	1	GO:0005654	GO:0000988	GO:0007010	Cancer-related genes, Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	Renal cancer:0.00e+0 (unfavourable), Liver cancer:2.11e-7 (unfavourable), Endometrial cancer:9.73e-4 (unfavourable)	Tissue enriched	Tissue enhanced	bone marrow: 57.0;lymph node: 67.3;tonsil: 49.9	appendix: 32.7
MYH7B	myosin heavy chain 7B	protein	ENSG00000078814	57644	609928	NM_020884	A7E2Y1	uc061wko.1	34975403	35002437	1	GO:0032991	GO:0008092	GO:0008150	Predicted intracellular proteins	NA	Urothelial cancer:8.44e-5 (favourable)	Mixed	Group enriched	heart muscle: 46.9;skeletal muscle: 55.9;testis: 11.7	cerebral cortex,prostate: 3.3
MYL9	myosin light chain 9	protein	ENSG00000101335	10398	609905	NM_006097	P24844	uc002xfl.3	36541484	36551447	1	GO:0032991	GO:0005198	GO:0007155	Predicted intracellular proteins	Nucleus<br>Nucleoli fibrillar center	Renal cancer:7.92e-7 (unfavourable)	Expressed in all	Expressed in all	NA	seminal vesicle: 3139.3
MYLK2	myosin light chain kinase 2	protein	ENSG00000101306	85366	606566	NM_033118	Q9H1R3	uc061wct.1	31819308	31834689	1	GO:0005737	GO:0016301	GO:0007267	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Endoplasmic reticulum	Glioma:5.74e-4 (favourable)	Tissue enhanced	Tissue enriched	skeletal muscle: 253.1	esophagus: 5.1
MYT1	myelin transcription factor 1	protein	ENSG00000196132	4661	600379	NM_004535	Q01538	uc002yii.3	64151791	64242253	1	GO:0005654	GO:0003700	GO:0030154	Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	NA	Tissue enhanced	Group enriched	adrenal gland: 2.5;cerebral cortex: 5.7	testis: 0.6
NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	protein	ENSG00000173418	51126	610833	NM_016100	P61599	uc002wrp.4	20017116	20033655	1	GO:0005622	GO:0016746	GO:0051604	Enzymes, Predicted intracellular proteins	Cytosol	Head and neck cancer:1.96e-4 (unfavourable)	Expressed in all	Expressed in all	NA	esophagus: 82.5
NANP	N-acetylneuraminic acid phosphatase	protein	ENSG00000170191	140838	610763	NM_152667	Q8TBE9	uc002wuy.5	25612935	25624175	-1	GO:0005829	GO:0016791	GO:0005975	Enzymes, Predicted intracellular proteins	Nuclear membrane	Liver cancer:9.01e-6 (unfavourable)	Expressed in all	Mixed	NA	testis: 4.9
NAPB	NSF attachment protein beta	protein	ENSG00000125814	63908	611270	NM_001283018	Q9H115	uc002wta.4	23374519	23421519	-1	GO:0032991	GO:0003674	GO:0061024	Predicted intracellular proteins	Cytosol	Renal cancer:1.14e-4 (unfavourable)	Expressed in all	Tissue enriched	cerebral cortex: 303.2	adrenal gland: 32.1
NCOA3	nuclear receptor coactivator 3	protein	ENSG00000124151	8202	601937	NM_001174087	Q9Y6Q9	uc002xtk.4	47501902	47656877	1	GO:0005654	GO:0016746	GO:0006464	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	Liver cancer:8.09e-4 (unfavourable)	Expressed in all	Expressed in all	NA	lymph node: 44.8
NCOA5	nuclear receptor coactivator 5	protein	ENSG00000124160	57727	616825	NM_020967	Q9HCD5	uc002xre.4	46060985	46089952	-1	GO:0005856	GO:0003723	GO:0042592	Predicted intracellular proteins	Nucleus<br>Actin filaments	Liver cancer:1.41e-5 (unfavourable), Pancreatic cancer:1.09e-4 (favourable), Lung cancer:8.07e-4 (favourable)	Expressed in all	Expressed in all	NA	testis: 48.0
NCOA6	nuclear receptor coactivator 6	protein	ENSG00000198646	23054	605299	NM_001242539	Q14686	uc002xaw.4	34689097	34825649	-1	GO:0005654	GO:0008134	GO:0006259	Predicted intracellular proteins	Nucleoplasm	Renal cancer:8.78e-5 (favourable), Liver cancer:4.65e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 42.6
NDRG3	NDRG family member 3	protein	ENSG00000101079	57446	605273	NM_022477	Q9UGV2	uc002xfw.4	36651766	36746078	-1	GO:0005737	GO:0003674	GO:0030154	Predicted intracellular proteins	NA	Liver cancer:4.35e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 125.3
NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	protein	ENSG00000101247	79133	612360	NM_001039375	Q5TEU4	uc002wom.4	13784950	13821582	1	GO:0005739	GO:0008168	GO:0065003	Disease related genes, Predicted intracellular proteins	NA	Renal cancer:2.27e-6 (favourable)	Expressed in all	Mixed	NA	skeletal muscle: 6.9
NECAB3	N-terminal EF-hand calcium binding protein 3	protein	ENSG00000125967	63941	612478	NM_031231	Q96P71	uc002wzn.5	33657087	33674463	-1	GO:0005794	GO:0043167	GO:0006810	Predicted intracellular proteins, Predicted secreted proteins	Golgi apparatus	Pancreatic cancer:3.19e-5 (favourable), Renal cancer:7.81e-4 (unfavourable), Endometrial cancer:9.57e-4 (unfavourable)	Expressed in all	Mixed	NA	prostate: 34.6
NELFCD	negative elongation factor complex member C/D	protein	ENSG00000101158	51497	605297	NM_198976	Q8IXH7	uc002yag.4	58981208	58995133	1	GO:0005654	GO:0003723	GO:0009058	Predicted intracellular proteins	Nucleoplasm<br>Nuclear bodies<br>Vesicles<br>Cytosol	Endometrial cancer:4.98e-5 (unfavourable), Liver cancer:1.90e-4 (unfavourable), Prostate cancer:3.37e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 52.6
NEURL2	neuralized E3 ubiquitin protein ligase 2	protein	ENSG00000124257	140825	608597	NM_001278535	Q9BR09	uc002xqg.3	45888625	45891287	-1	GO:0005829	NA	GO:0006464	Predicted intracellular proteins	Vesicles	NA	Mixed	Mixed	NA	ovary: 8.4
NFATC2	nuclear factor of activated T cells 2	protein	ENSG00000101096	4773	600490	NM_001136021	Q13469	uc002xwd.4	51386957	51562831	-1	GO:0005654	GO:0008134	GO:0048870	Cancer-related genes, Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	Renal cancer:1.57e-4 (unfavourable)	Expressed in all	Expressed in all	NA	gallbladder: 26.8
NFS1	NFS1, cysteine desulfurase	protein	ENSG00000244005	9054	603485	NM_001198989	Q9Y697	uc002xdw.3	35668055	35699359	-1	GO:0005739	GO:0043167	GO:0006520	Enzymes, Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Renal cancer:4.72e-6 (favourable)	Expressed in all	Expressed in all	NA	kidney: 43.7
NINL	ninein like	protein	ENSG00000101004	22981	609580	NM_001318226	Q9Y2I6	uc002wux.3	25452705	25585517	-1	GO:0005815	GO:0043167	GO:0008150	Predicted intracellular proteins	Cytokinetic bridge<br>Cytosol	Renal cancer:1.03e-5 (favourable), Pancreatic cancer:1.47e-4 (favourable)	Expressed in all	Mixed	NA	parathyroid gland: 17.9
NKAIN4	sodium/potassium transporting ATPase interacting 4	protein	ENSG00000101198	128414	612873	NM_152864	Q8IVV8	uc002yek.3	63240784	63272694	-1	GO:0005886	NA	GO:0008150	Predicted intracellular proteins, Predicted membrane proteins	NA	Endometrial cancer:3.14e-4 (unfavourable)	Tissue enriched	Tissue enriched	cerebral cortex: 71.8	kidney: 5.5
NKX2-2	NK2 homeobox 2	protein	ENSG00000125820	4821	604612	NM_002509	O95096	uc002wsi.4	21511010	21514026	-1	GO:0005654	GO:0008134	GO:0030154	Predicted intracellular proteins, Transcription factors	NA	NA	Group enriched	Tissue enhanced	cerebral cortex: 9.9;stomach: 2.6	duodenum: 2.4
NKX2-4	NK2 homeobox 4	protein	ENSG00000125816	644524	607808	NM_033176	Q9H2Z4	uc010gcz.4	21395367	21398028	-1	GO:0005634	GO:0003677	GO:0048856	Predicted intracellular proteins, Transcription factors	Nuclear bodies	NA	Not detected	Tissue enriched	testis: 2.0	all non-specific tissues: 0.0
NNAT	neuronatin	protein	ENSG00000053438	4826	603106	NM_001322802	Q16517	uc002xhd.4	37521215	37523693	1	GO:0005737	NA	GO:0051604	Predicted membrane proteins	NA	NA	Group enriched	Group enriched	cerebral cortex: 157.6;placenta: 147.3	adipose tissue: 27.9
NOL4L	nucleolar protein 4 like	protein	ENSG00000197183	140688	NA	NM_001256798	Q96MY1	NA	32443059	32585074	-1	GO:0005654	GO:0003674	NA	Predicted intracellular proteins	Nucleoplasm	Endometrial cancer:1.01e-4 (unfavourable), Urothelial cancer:2.63e-4 (favourable)	Expressed in all	Tissue enhanced	testis: 60.2	small intestine: 21.8
NOP56	NOP56 ribonucleoprotein	protein	ENSG00000101361	10528	614154	NM_006392	O00567	uc002wgh.4	2652145	2658393	1	GO:0005730	GO:0003723	GO:0034641	Disease related genes, Plasma proteins, Predicted intracellular proteins	Nucleoli fibrillar center	Renal cancer:2.22e-16 (unfavourable), Liver cancer:1.59e-7 (unfavourable), Endometrial cancer:1.24e-4 (unfavourable), Melanoma:6.77e-4 (unfavourable)	Expressed in all	Expressed in all	NA	fallopian tube: 60.3
NPBWR2	neuropeptides B and W receptor 2	protein	ENSG00000125522	2832	600731	NM_005286	P48146	uc011abt.3	64105820	64107171	-1	GO:0005886	GO:0004871	GO:0007267	G-protein coupled receptors, Predicted membrane proteins, Transporters	NA	NA	Not detected	Not detected	NA	adrenal gland,cerebral cortex: 0.1
NPEPL1	aminopeptidase like 1	protein	ENSG00000215440	79716	NA	NM_001204872	Q8NDH3	uc010zzs.2	58689131	58719238	1	GO:0005737	GO:0008233	GO:0008150	Enzymes, Predicted intracellular proteins	Nucleoplasm	Renal cancer:1.87e-9 (unfavourable), Urothelial cancer:5.73e-4 (favourable)	Expressed in all	Expressed in all	NA	spleen: 24.7
NRSN2	neurensin 2	protein	ENSG00000125841	80023	610666	NM_001323679	Q9GZP1	uc002wdi.5	346782	359660	1	GO:0031410	GO:0003674	GO:0008150	Predicted intracellular proteins, Predicted membrane proteins, Transporters	Nucleoplasm<br>Vesicles<br>Cytosol	Pancreatic cancer:1.61e-4 (favourable)	Expressed in all	Tissue enhanced	cerebral cortex: 126.1	parathyroid gland: 69.0
NSFL1C	NSFL1 cofactor	protein	ENSG00000088833	55968	606610	NM_001206736	Q9UNZ2	uc002wfc.3	1442162	1473842	-1	GO:0005694	GO:0032182	GO:0061024	Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Plasma membrane<br>Cytosol	Liver cancer:1.29e-4 (unfavourable)	Expressed in all	Expressed in all	NA	fallopian tube: 35.4
NTSR1	neurotensin receptor 1	protein	ENSG00000101188	4923	162651	NM_002531	P30989	uc002ydf.3	62708837	62762771	1	GO:0005794	GO:0004871	GO:0007267	G-protein coupled receptors, Predicted membrane proteins, Transporters	Plasma membrane	NA	Tissue enhanced	Not detected	NA	cerebral cortex: 0.5
NXT1	nuclear transport factor 2 like export factor 1	protein	ENSG00000132661	29107	605811	NM_013248	Q9UKK6	uc002wsx.2	23350736	23354777	1	GO:0005654	GO:0019899	GO:0006913	Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Renal cancer:1.15e-7 (unfavourable)	Expressed in all	Expressed in all	NA	bone marrow: 26.6
OCSTAMP	osteoclast stimulatory transmembrane protein	protein	ENSG00000149635	128506	NA	NM_080721	Q9BR26	uc010zxu.3	46540946	46550574	-1	GO:0005575	NA	GO:0030154	Predicted membrane proteins, Transporters	NA	NA	Not detected	Not detected	NA	testis: 0.2
OGFR	opioid growth factor receptor	protein	ENSG00000060491	11054	606459	NM_007346	Q9NZT2	uc002ydj.4	62804835	62814e3	1	GO:0005737	GO:0004871	GO:0007165	Predicted intracellular proteins	Nucleoplasm	Urothelial cancer:5.19e-4 (favourable)	Expressed in all	Expressed in all	NA	spleen: 52.6
OPRL1	opioid related nociceptin receptor 1	protein	ENSG00000125510	4987	602548	NM_000913	P41146	uc002yic.4	64080173	64100643	1	GO:0031410	GO:0004871	GO:0007267	G-protein coupled receptors, Predicted membrane proteins	NA	NA	Mixed	Tissue enhanced	cerebral cortex: 12.3	testis: 4.7
OSBPL2	oxysterol binding protein like 2	protein	ENSG00000130703	9885	606731	NM_001278649	Q9H1P3	uc002yck.3	62231922	62296213	1	GO:0005829	GO:0008289	GO:0006629	Disease related genes, Predicted intracellular proteins	Cytosol	Renal cancer:4.20e-5 (favourable)	Expressed in all	Expressed in all	NA	skin: 49.7
OSER1	oxidative stress responsive serine rich 1	protein	ENSG00000132823	51526	NA	NM_016470	Q9NX31	NA	44196496	44210791	-1	NA	NA	NA	Predicted intracellular proteins	Nucleoli<br>Nuclear speckles	Endometrial cancer:2.58e-5 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 184.6
OTOR	otoraplin	protein	ENSG00000125879	56914	606067	NM_020157	Q9NRC9	uc002wpj.5	16748358	16770062	1	GO:0005576	NA	GO:0050877	Predicted secreted proteins	NA	NA	Not detected	Not detected	NA	all non-specific tissues: 0.0
OVOL2	ovo like zinc finger 2	protein	ENSG00000125850	58495	616441	NM_001303461	Q9BRP0	uc002wqi.1	17956979	18059188	-1	GO:0005634	GO:0003700	GO:0048646	Disease related genes, Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	NA	Mixed	Tissue enhanced	stomach: 8.0	colon: 3.5
OXT	oxytocin/neurophysin I prepropeptide	protein	ENSG00000101405	5020	167050	NM_000915	P01178	uc002wht.2	3071620	3072517	1	GO:0031410	GO:0003674	GO:0050877	Plasma proteins, Predicted secreted proteins	NA	NA	Tissue enriched	Tissue enhanced	liver: 2.1;small intestine: 1.1	duodenum: 1.1
PABPC1L	poly(A) binding protein cytoplasmic 1 like	protein	ENSG00000101104	80336	NA	NM_001124756	Q4VXU2	uc010ggv.1	44910062	44959035	1	GO:0043226	GO:0003723	GO:0021700	Predicted intracellular proteins	Nuclear bodies<br>Cytosol	Renal cancer:4.00e-15 (unfavourable), Colorectal cancer:3.80e-4 (unfavourable), Urothelial cancer:8.84e-4 (favourable)	Expressed in all	Mixed	NA	thyroid gland: 54.1
PAK5	p21 (RAC1) activated kinase 5	protein	ENSG00000101349	57144	608038	NM_020341	Q9P286	uc002wnl.3	9537389	9839041	-1	GO:0005739	GO:0016301	GO:0040007	Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	Nucleoplasm	NA	Mixed	Tissue enriched	cerebral cortex: 13.4	adrenal gland: 2.6
PANK2	pantothenate kinase 2	protein	ENSG00000125779	80025	606157	NM_001324191	Q9BZ23	uc002wkc.3	3888839	3929882	1	GO:0005739	GO:0016301	GO:0007005	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Cytosol	Liver cancer:1.20e-5 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 51.9
PARD6B	par-6 family cell polarity regulator beta	protein	ENSG00000124171	84612	608975	NM_032521	Q9BYG5	uc002xvo.3	50731544	50756795	1	GO:0005737	GO:0003674	GO:0034330	Predicted intracellular proteins	Cytosol	Liver cancer:1.02e-5 (unfavourable), Renal cancer:6.38e-5 (favourable), Pancreatic cancer:8.38e-4 (unfavourable)	Expressed in all	Mixed	NA	kidney: 16.7
PAX1	paired box 1	protein	ENSG00000125813	5075	167411	NM_001257096	P15863	uc002wsj.4	21705659	21718486	1	GO:0005634	GO:0003700	GO:0008283	Disease related genes, Predicted intracellular proteins, Transcription factors	NA	NA	Tissue enriched	Tissue enriched	parathyroid gland: 185.2	tonsil: 17.5
PCED1A	PC-esterase domain containing 1A	protein	ENSG00000132635	64773	NA	NM_001271168	Q9H1Q7	uc002wgz.3	2835314	2841190	-1	NA	GO:0003674	NA	Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Pancreatic cancer:5.96e-5 (favourable), Liver cancer:7.31e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 81.5
PCIF1	PDX1 C-terminal inhibiting factor 1	protein	ENSG00000100982	63935	NA	NM_022104	Q9H4Z3	uc002xqs.4	45934628	45948023	1	GO:0005856	NA	GO:0008150	Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Microtubules<br>Cytokinetic bridge	Renal cancer:1.50e-6 (favourable), Endometrial cancer:8.86e-4 (unfavourable)	Expressed in all	Expressed in all	NA	fallopian tube: 49.1
PCK1	phosphoenolpyruvate carboxykinase 1	protein	ENSG00000124253	5105	614168	NM_002591	P35558	uc002xyn.5	57561080	57568112	1	GO:0005737	GO:0016829	GO:0007568	Citric acid cycle related proteins, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	NA	Renal cancer:1.47e-5 (favourable)	Tissue enriched	Tissue enhanced	kidney: 425.9;liver: 319.7	small intestine: 157.6
PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	protein	ENSG00000203880	55251	NA	NM_001104925	Q9NV79	uc002yil.5	64255695	64287821	1	GO:0005737	GO:0008168	GO:0006464	Predicted intracellular proteins	Nucleoplasm<br>Mitochondria	Lung cancer:2.13e-4 (favourable), Renal cancer:3.82e-4 (favourable)	Expressed in all	Expressed in all	NA	skin: 78.7
PCNA	proliferating cell nuclear antigen	protein	ENSG00000132646	5111	176740	NM_002592	P12004	uc002wlq.4	5114953	5126626	-1	GO:0005815	GO:0016798	GO:0051276	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Nuclear bodies	Renal cancer:3.03e-6 (unfavourable), Cervical cancer:1.86e-5 (favourable), Liver cancer:2.61e-4 (unfavourable)	Expressed in all	Expressed in all	NA	bone marrow: 223.2
PCSK2	proprotein convertase subtilisin/kexin type 2	protein	ENSG00000125851	5126	162151	NM_001201528	P16519	uc002wpm.4	17226107	17484578	1	GO:0031410	GO:0008233	GO:0051604	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	Vesicles	NA	Group enriched	Tissue enhanced	adrenal gland: 37.5;cerebral cortex: 31.7	skin: 16.5
PDRG1	p53 and DNA damage regulated 1	protein	ENSG00000088356	81572	610789	NM_030815	Q9NUG6	uc002wxd.4	31944342	31952092	-1	GO:0005737	GO:0051082	GO:0006457	Predicted intracellular proteins	Actin filaments	Liver cancer:2.62e-5 (unfavourable), Endometrial cancer:1.69e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 64.5
PDYN	prodynorphin	protein	ENSG00000101327	5173	131340	NM_001190892	P01213	uc021vzu.2	1978757	1994285	-1	GO:0005576	GO:0003674	GO:0007267	Disease related genes, Potential drug targets, Predicted secreted proteins, Transporters	NA	NA	Group enriched	Tissue enriched	cerebral cortex: 63.3	testis: 5.5
PET117	PET117 homolog	protein	ENSG00000232838	100303755	614771	NM_001164811	Q6UWS5	uc021wba.2	18137873	18143169	1	GO:0005739	NA	GO:0065003	Predicted secreted proteins	NA	Liver cancer:4.76e-6 (unfavourable), Renal cancer:4.15e-4 (favourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 24.1
PFDN4	prefoldin subunit 4	protein	ENSG00000101132	5203	604898	NM_002623	Q9NQP4	uc002xwx.4	54207847	54228052	1	GO:0005739	GO:0051082	GO:0006457	Plasma proteins, Predicted intracellular proteins	NA	Renal cancer:1.47e-10 (unfavourable), Liver cancer:7.66e-5 (unfavourable), Head and neck cancer:9.40e-4 (unfavourable)	Expressed in all	Mixed	NA	cerebral cortex: 11.3
PHACTR3	phosphatase and actin regulator 3	protein	ENSG00000087495	116154	608725	NM_001199505	Q96KR7	uc002yau.5	59577509	59847711	1	GO:0005654	GO:0008092	GO:0008150	Predicted intracellular proteins	Nucleoplasm	NA	Group enriched	Tissue enriched	cerebral cortex: 64.8	spleen: 7.4
PHF20	PHD finger protein 20	protein	ENSG00000025293	51230	610335	NM_016436	Q9BVI0	uc002xek.2	35771974	35950381	1	GO:0005654	GO:0016746	GO:0006464	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Nucleoplasm<br>Nuclear membrane<br>Cytosol	Liver cancer:2.49e-4 (unfavourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 22.4
PI3	peptidase inhibitor 3	protein	ENSG00000124102	5266	182257	NM_002638	P19957	uc002xng.4	45174876	45176544	1	GO:0005578	GO:0005198	GO:0008219	Plasma proteins, Predicted secreted proteins	Plasma membrane	Renal cancer:1.94e-8 (unfavourable), Ovarian cancer:3.84e-6 (unfavourable), Pancreatic cancer:6.89e-4 (unfavourable), Breast cancer:6.94e-4 (favourable)	Tissue enhanced	Group enriched	esophagus: 2285.4;tonsil: 1739.8	appendix: 133.6
PIGT	phosphatidylinositol glycan anchor biosynthesis class T	protein	ENSG00000124155	51604	610272	NM_001184728	Q969N2	uc002xoh.4	45416067	45456934	1	GO:0031410	GO:0003674	GO:0008219	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	NA	Pancreatic cancer:2.51e-4 (favourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 123.1
PIGU	phosphatidylinositol glycan anchor biosynthesis class U	protein	ENSG00000101464	128869	608528	NM_080476	Q9H490	uc002xas.4	34560542	34698790	-1	GO:0005886	GO:0008289	GO:0006629	Predicted membrane proteins	Nucleoplasm<br>Cytosol	Liver cancer:1.49e-7 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 48.2
PKIG	cAMP-dependent protein kinase inhibitor gamma	protein	ENSG00000168734	11142	604932	NM_001281444	Q9Y2B9	uc002xmi.5	44531785	44624247	1	GO:0005737	GO:0030234	GO:0007165	Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Pancreatic cancer:4.90e-5 (favourable)	Expressed in all	Expressed in all	NA	heart muscle: 177.2
PLAGL2	PLAG1 like zinc finger 2	protein	ENSG00000126003	5326	604866	NM_002657	Q9UPG8	uc002wxn.3	32192503	32207791	-1	GO:0005634	GO:0003700	GO:0008219	Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Cytosol	NA	Expressed in all	Expressed in all	NA	testis: 25.8
PLCB1	phospholipase C beta 1	protein	ENSG00000182621	23236	607120	NM_015192	Q9NQ66	uc002wnb.5	8077251	8968360	1	GO:0005737	GO:0008289	GO:0050877	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Plasma membrane	NA	Mixed	Tissue enhanced	cerebral cortex: 68.3;parathyroid gland: 121.3	placenta: 28.2
PLCB4	phospholipase C beta 4	protein	ENSG00000101333	5332	600810	NM_000933	Q15147	uc021wam.2	9068763	9481242	1	GO:0005783	GO:0004871	GO:0006629	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	Nucleoplasm<br>Microtubules	Endometrial cancer:2.11e-4 (favourable)	Tissue enhanced	Tissue enhanced	thyroid gland: 58.5	epididymis: 30.5
PLCG1	phospholipase C gamma 1	protein	ENSG00000124181	5335	172420	NM_002660	P19174	uc002xjo.2	41136960	41196801	1	GO:0005737	GO:0004871	GO:0009790	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	Cytosol	Pancreatic cancer:4.72e-4 (favourable)	Expressed in all	Expressed in all	NA	endometrium: 47.6
